"nom","prénom","groupe","rattachement_parti","sexe","département","id_nossenateurs","url_institution"
"HUE","Robert","RDSE","Parti radical de gauche","H","Val-d'Oise","robert-hue","http://www.senat.fr/senateur/hue_robert04078q.html"
"HUMMEL","Christiane","UMP","Union pour un Mouvement Populaire","F","Var","christiane-hummel","http://www.senat.fr/senateur/hummel_christiane04041b.html"
"HURÉ","Benoît","UMP","Union pour un Mouvement Populaire","H","Ardennes","benoit-hure","http://www.senat.fr/senateur/hure_benoit04097t.html"
"HUSSON","Jean-François","UMP","Union pour un Mouvement Populaire","H","Meurthe-et-Moselle","jean-francois-husson","http://www.senat.fr/senateur/husson_jean_francois11048n.html"
"HYEST","Jean-Jacques","UMP","Union pour un Mouvement Populaire","H","Seine-et-Marne","jean-jacques-hyest","http://www.senat.fr/senateur/hyest_jean_jacques95039l.html"
"IMBERT","Corinne","UMP","Union pour un Mouvement Populaire","F","Charente-Maritime","corinne-imbert","http://www.senat.fr/senateur/imbert_corinne14213j.html"
"IRITI","Teura","UDI-UC","Tahoeraa Huiraatira","F","Polynésie-française","teura-iriti","http://www.senat.fr/senateur/iriti_teura14044w.html"
"JARLIER","Pierre","UDI-UC","Le Centre pour la France","H","Cantal","pierre-jarlier","http://www.senat.fr/senateur/jarlier_pierre98027u.html"
"JEAN","Geneviève","SOC","Parti socialiste","F","Vaucluse","genevieve-jean","http://www.senat.fr/senateur/jean_genevieve14233n.html"
"JEANSANNETAS","Eric","SOC","Parti socialiste","H","Creuse","eric-jeansannetas","http://www.senat.fr/senateur/jeansannetas_eric14121f.html"
"JOISSAINS","Sophie","UDI-UC","Union des Radicaux, Centristes, Indépendants et Démocrates","F","Bouches-du-Rhône","sophie-joissains","http://www.senat.fr/senateur/joissains_sophie08044w.html"
"JOUANNO","Chantal","UDI-UC","Union des Radicaux, Centristes, Indépendants et Démocrates","F","Paris","chantal-jouanno","http://www.senat.fr/senateur/jouanno_chantal09001p.html"
"JOURDA","Gisèle","SOC","Parti socialiste","F","Aude","gisele-jourda","http://www.senat.fr/senateur/jourda_gisele14097y.html"
"JOUVE","Mireille","Non inscrit","Parti radical de gauche","F","Bouches-du-Rhône","mireille-jouve","http://www.senat.fr/senateur/jouve_mireille14241n.html"
"JOYANDET","Alain","UMP","Union pour un Mouvement Populaire","H","Haute-Saône","alain-joyandet","http://www.senat.fr/senateur/joyandet_alain95041e.html"
"KALTENBACH","Philippe","SOC","Parti socialiste","H","Hauts-de-Seine","philippe-kaltenbach","http://www.senat.fr/senateur/kaltenbach_philippe11084s.html"
"KAMMERMANN","Christiane","UMP","Union pour un Mouvement Populaire","F","Français établis hors de France","christiane-kammermann","http://www.senat.fr/senateur/kammermann_christiane04036e.html"
"KARAM","Antoine","SOC","Parti socialiste","H","Guyane","antoine-karam","http://www.senat.fr/senateur/karam_antoine14039a.html"
"KAROUTCHI","Roger","UMP","Union pour un Mouvement Populaire","H","Hauts-de-Seine","roger-karoutchi","http://www.senat.fr/senateur/karoutchi_roger99004r.html"
"KELLER","Fabienne","UMP","Union pour un Mouvement Populaire","F","Bas-Rhin","fabienne-keller","http://www.senat.fr/senateur/keller_fabienne04061f.html"
"KENNEL","Guy-Dominique","UMP","Union pour un Mouvement Populaire","H","Bas-Rhin","guy-dominique-kennel","http://www.senat.fr/senateur/kennel_guy_dominique14061l.html"
"KERN","Claude","UDI-UC","Association PSLE - Nouveau Centre","H","Bas-Rhin","claude-kern","http://www.senat.fr/senateur/kern_claude14073q.html"
"KHIARI","Bariza","SOC","Parti socialiste","F","Paris","bariza-khiari","http://www.senat.fr/senateur/khiari_bariza04077p.html"
"LABAZÉE","Georges","SOC","Parti socialiste","H","Pyrénées-Atlantiques","georges-labazee","http://www.senat.fr/senateur/labazee_georges11112d.html"
"LABBÉ","Joël","Écologiste","Europe Écologie Les Verts","H","Morbihan","joel-labbe","http://www.senat.fr/senateur/labbe_joel11099a.html"
"LABORDE","Françoise","RDSE","Parti radical de gauche","F","Haute-Garonne","francoise-laborde","http://www.senat.fr/senateur/laborde_francoise08031r.html"
"LALANDE","Bernard","SOC","Parti socialiste","H","Charente-Maritime","bernard-lalande","http://www.senat.fr/senateur/lalande_bernard14159v.html"
"LAMÉNIE","Marc","UMP","Union pour un Mouvement Populaire","H","Ardennes","marc-lamenie","http://www.senat.fr/senateur/lamenie_marc07029t.html"
"LAMURE","Élisabeth","UMP","Union pour un Mouvement Populaire","F","Rhône","elisabeth-lamure","http://www.senat.fr/senateur/lamure_elisabeth04049k.html"
"LARCHER","Gérard","UMP","Union pour un Mouvement Populaire","H","Yvelines","gerard-larcher","http://www.senat.fr/senateur/larcher_gerard86034e.html"
"LARCHER","Serge","SOC","Parti progressiste Martiniquais","H","Martinique","serge-larcher","http://www.senat.fr/senateur/larcher_serge04094q.html"
"LASSERRE","Jean-Jacques","UDI-UC","Le Centre pour la France","H","Pyrénées-Atlantiques","jean-jacques-lasserre","http://www.senat.fr/senateur/lasserre_jean_jacques11111c.html"
"LAUFOAULU","Robert","UMP","Rassemblement UMP (Rassemblement pour la Calédonie dans la République)","H","Wallis-et-Futuna","robert-laufoaulu","http://www.senat.fr/senateur/laufoaulu_robert98005n.html"
"LAURENT","Daniel","UMP","Union pour un Mouvement Populaire","H","Charente-Maritime","daniel-laurent","http://www.senat.fr/senateur/laurent_daniel08015r.html"
"LAURENT","Pierre","CRC","Parti communiste Français","H","Paris","pierre-laurent","http://www.senat.fr/senateur/laurent_pierre12041x.html"
"LECERF","Jean-René","UMP","Union pour un Mouvement Populaire","H","Nord","jean-rene-lecerf","http://www.senat.fr/senateur/lecerf_jean_rene01042p.html"
"LECONTE","Jean-Yves","SOC","Parti socialiste","H","Français établis hors de France","jean-yves-leconte","http://www.senat.fr/senateur/leconte_jean_yves11026g.html"
"LEFÈVRE","Antoine","UMP","Union pour un Mouvement Populaire","H","Aisne","antoine-lefevre","http://www.senat.fr/senateur/lefevre_antoine08010l.html"
"LEGENDRE","Jacques","UMP","Union pour un Mouvement Populaire","H","Nord","jacques-legendre","http://www.senat.fr/senateur/legendre_jacques92031p.html"
"de LEGGE","Dominique","UMP","Union pour un Mouvement Populaire","H","Ille-et-Vilaine","dominique-de-legge","http://www.senat.fr/senateur/de_legge_dominique08034u.html"
"LELEUX","Jean-Pierre","UMP","Union pour un Mouvement Populaire","H","Alpes-Maritimes","jean-pierre-leleux","http://www.senat.fr/senateur/leleux_jean_pierre08039a.html"
"LEMOYNE","Jean-Baptiste","UMP","Union pour un Mouvement Populaire","H","Yonne","jean-baptiste-lemoyne","http://www.senat.fr/senateur/lemoyne_jean_baptiste14037x.html"
"LENOIR","Jean-Claude","UMP","Union pour un Mouvement Populaire","H","Orne","jean-claude-lenoir","http://www.senat.fr/senateur/lenoir_jean_claude11100y.html"
"LEPAGE","Claudine","SOC","Parti socialiste","F","Français établis hors de France","claudine-lepage","http://www.senat.fr/senateur/lepage_claudine08017t.html"
"LEROY","Jean-Claude","SOC","Parti socialiste","H","Pas-de-Calais","jean-claude-leroy","http://www.senat.fr/senateur/leroy_jean_claude11059r.html"
"LEROY","Philippe","UMP","Union pour un Mouvement Populaire","H","Moselle","philippe-leroy","http://www.senat.fr/senateur/leroy_philippe01061s.html"
"LE SCOUARNEC","Michel","CRC","Parti communiste Français","H","Morbihan","michel-le-scouarnec","http://www.senat.fr/senateur/le_scouarnec_michel11098y.html"
"LÉTARD","Valérie","UDI-UC","Union des Radicaux, Centristes, Indépendants et Démocrates","F","Nord","valerie-letard","http://www.senat.fr/senateur/letard_valerie01043q.html"
"LIENEMANN","Marie-Noëlle","SOC","Parti socialiste","F","Paris","marie-noelle-lienemann","http://www.senat.fr/senateur/lienemann_marie_noelle11077t.html"
"LOISIER","Anne-Catherine","UDI-UC","Union des Radicaux, Centristes, Indépendants et Démocrates","F","Côte-d'Or","anne-catherine-loisier","http://www.senat.fr/senateur/loisier_anne_catherine14205j.html"
"LONGEOT","Jean-François","UDI-UC","Union des Radicaux, Centristes, Indépendants et Démocrates","H","Doubs","jean-francois-longeot","http://www.senat.fr/senateur/longeot_jean_francois14219q.html"
"LONGUET","Gérard","UMP","Union pour un Mouvement Populaire","H","Meuse","gerard-longuet","http://www.senat.fr/senateur/longuet_gerard01048v.html"
"LOPEZ","Vivette","UMP","Union pour un Mouvement Populaire","F","Gard","vivette-lopez","http://www.senat.fr/senateur/lopez_vivette14059s.html"
"LORGEOUX","Jeanny","SOC","Parti socialiste","H","Loir-et-Cher","jeanny-lorgeoux","http://www.senat.fr/senateur/lorgeoux_jeanny11106f.html"
"LOZACH","Jean-Jacques","SOC","Parti socialiste","H","Creuse","jean-jacques-lozach","http://www.senat.fr/senateur/lozach_jean_jacques08012n.html"
"LUCHE","Jean-Claude","UDI-UC","Union des Radicaux, Centristes, Indépendants et Démocrates","H","Aveyron","jean-claude-luche","http://www.senat.fr/senateur/luche_jean_claude14103d.html"
"MADEC","Roger","SOC","Parti socialiste","H","Paris","roger-madec","http://www.senat.fr/senateur/madec_roger04079r.html"
"MADRELLE","Philippe","SOC","Parti socialiste","H","Gironde","philippe-madrelle","http://www.senat.fr/senateur/madrelle_philippe80027e.html"
"MAGNER","Jacques-Bernard","SOC","Parti socialiste","H","Puy-de-Dôme","jacques-bernard-magner","http://www.senat.fr/senateur/magner_jacques_bernard11104d.html"
"MAGRAS","Michel","UMP","Union pour un Mouvement Populaire","H","Saint-Barthélemy","michel-magras","http://www.senat.fr/senateur/magras_michel08019v.html"
"MALHERBE","Hermeline","RDSE","Parti socialiste","F","Pyrénées-Orientales","hermeline-malherbe","http://www.senat.fr/senateur/malherbe_hermeline14018u.html"
"MALHURET","Claude","UMP","Union pour un Mouvement Populaire","H","Allier","claude-malhuret","http://www.senat.fr/senateur/malhuret_claude14251q.html"
"MANABLE","Christian","SOC","Parti socialiste","H","Somme","christian-manable","http://www.senat.fr/senateur/manable_christian14063n.html"
"MANDELLI","Didier","UMP","Union pour un Mouvement Populaire","H","Vendée","didier-mandelli","http://www.senat.fr/senateur/mandelli_didier14031r.html"
"MARC","François","SOC","Parti socialiste","H","Finistère","francois-marc","http://www.senat.fr/senateur/marc_francois98046x.html"
"MARC","Alain","UMP","Union des Radicaux, Centristes, Indépendants et Démocrates","H","Aveyron","alain-marc","http://www.senat.fr/senateur/marc_alain14111d.html"
"MARIE","Didier","SOC","Parti socialiste","H","Seine-Maritime","didier-marie","http://www.senat.fr/senateur/marie_didier14001x.html"
"MARINI","Philippe","UMP","Union pour un Mouvement Populaire","H","Oise","philippe-marini","http://www.senat.fr/senateur/marini_philippe92035t.html"
"MARSEILLE","Hervé","UDI-UC","Union des Radicaux, Centristes, Indépendants et Démocrates","H","Hauts-de-Seine","herve-marseille","http://www.senat.fr/senateur/marseille_herve11085t.html"
"MASSERET","Jean-Pierre","SOC","Parti socialiste","H","Moselle","jean-pierre-masseret","http://www.senat.fr/senateur/masseret_jean_pierre83042r.html"
"MASSON","Jean Louis","Non inscrit","Debout la République","H","Moselle","jean-louis-masson","http://www.senat.fr/senateur/masson_jean_louis01060r.html"
"MAUREY","Hervé","UDI-UC","Association PSLE - Nouveau Centre","H","Eure","herve-maurey","http://www.senat.fr/senateur/maurey_herve08009t.html"
"MAYET","Jean-François","UMP","Union pour un Mouvement Populaire","H","Indre","jean-francois-mayet","http://www.senat.fr/senateur/mayet_jean_francois08062y.html"
"MAZUIR","Rachel","SOC","Parti socialiste","H","Ain","rachel-mazuir","http://www.senat.fr/senateur/mazuir_rachel08053x.html"
"MÉDEVIELLE","Pierre","UDI-UC","Union des Radicaux, Centristes, Indépendants et Démocrates","H","Haute-Garonne","pierre-medevielle","http://www.senat.fr/senateur/medevielle_pierre14221j.html"
"MÉLOT","Colette","UMP","Union pour un Mouvement Populaire","F","Seine-et-Marne","colette-melot","http://www.senat.fr/senateur/melot_colette04057k.html"
"MERCIER","Michel","UDI-UC","Union des Radicaux, Centristes, Indépendants et Démocrates","H","Rhône","michel-mercier","http://www.senat.fr/senateur/mercier_michel95049n.html"
"MEUNIER","Michelle","SOC","Parti socialiste","F","Loire-Atlantique","michelle-meunier","http://www.senat.fr/senateur/meunier_michelle11067r.html"
"MÉZARD","Jacques","RDSE","Parti radical de gauche","H","Cantal","jacques-mezard","http://www.senat.fr/senateur/mezard_jacques08051v.html"
"MICHEL","Danielle","SOC","Parti socialiste","F","Landes","danielle-michel","http://www.senat.fr/senateur/michel_danielle11014c.html"
"MICOULEAU","Brigitte","UMP","Union pour un Mouvement Populaire","F","Haute-Garonne","brigitte-micouleau","http://www.senat.fr/senateur/micouleau_brigitte14223l.html"
"MILON","Alain","UMP","Union pour un Mouvement Populaire","H","Vaucluse","alain-milon","http://www.senat.fr/senateur/milon_alain04092n.html"
"MIQUEL","Gérard","SOC","Parti socialiste","H","Lot","gerard-miquel","http://www.senat.fr/senateur/miquel_gerard92039x.html"
"MOHAMED SOILIHI","Thani","SOC","Parti socialiste","H","Mayotte","thani-mohamed-soilihi","http://www.senat.fr/senateur/mohamed_soilihi_thani11072n.html"
"MONIER","Marie-Pierre","SOC","Parti socialiste","F","Drôme","marie-pierre-monier","http://www.senat.fr/senateur/monier_marie_pierre14109k.html"
"MONTAUGÉ","Franck","SOC","Parti socialiste","H","Gers","franck-montauge","http://www.senat.fr/senateur/montauge_franck14257w.html"
"d’ARTAGNAN","Aymeri","UDI-UC","Union des Radicaux, Centristes, Indépendants et Démocrates","H","Gers","aymeri-de-montesquiou","http://www.senat.fr/senateur/de_montesquiou_aymeri98032r.html"
"de MONTGOLFIER","Albéric","UMP","Union pour un Mouvement Populaire","H","Eure-et-Loir","alberic-de-montgolfier","http://www.senat.fr/senateur/de_montgolfier_alberic08011m.html"
"MORIN-DESAILLY","Catherine","UDI-UC","Association PSLE - Nouveau Centre","F","Seine-Maritime","catherine-morin-desailly","http://www.senat.fr/senateur/morin_desailly_catherine04070g.html"
"MORISSET","Jean-Marie","UMP","Union pour un Mouvement Populaire","H","Deux-Sèvres","jean-marie-morisset","http://www.senat.fr/senateur/morisset_jean_marie14119m.html"
"MOUILLER","Philippe","UMP","Union pour un Mouvement Populaire","H","Deux-Sèvres","philippe-mouiller","http://www.senat.fr/senateur/mouiller_philippe14071n.html"
"NACHBAR","Philippe","UMP","Union pour un Mouvement Populaire","H","Meurthe-et-Moselle","philippe-nachbar","http://www.senat.fr/senateur/nachbar_philippe92040q.html"
"NAMY","Christian","UDI-UC","Le Centre pour la France","H","Meuse","christian-namy","http://www.senat.fr/senateur/namy_christian11082q.html"
"NAVARRO","Robert","Non inscrit","Non rattaché","H","Hérault","robert-navarro","http://www.senat.fr/senateur/navarro_robert08021p.html"
"NÈGRE","Louis","UMP","Union pour un Mouvement Populaire","H","Alpes-Maritimes","louis-negre","http://www.senat.fr/senateur/negre_louis08042u.html"
"NÉRI","Alain","SOC","Parti socialiste","H","Puy-de-Dôme","alain-neri","http://www.senat.fr/senateur/neri_alain11105e.html"
"de NICOLAY","Louis-Jean","UMP","Union pour un Mouvement Populaire","H","Sarthe","louis-jean-de-nicolay","http://www.senat.fr/senateur/de_nicolay_louis_jean14169x.html"
"NOUGEIN","Claude","UMP","Union pour un Mouvement Populaire","H","Corrèze","claude-nougein","http://www.senat.fr/senateur/nougein_claude14253s.html"
"PANUNZI","Jean-Jacques","UMP","Union pour un Mouvement Populaire","H","Corse-du-Sud","jean-jacques-panunzi","http://www.senat.fr/senateur/panunzi_jean_jacques14191v.html"
"PATIENT","Georges","SOC","Parti socialiste","H","Guyane","georges-patient","http://www.senat.fr/senateur/patient_georges08073c.html"
"PATRIAT","François","SOC","Parti socialiste","H","Côte-d'Or","francois-patriat","http://www.senat.fr/senateur/patriat_francois08061x.html"
"PAUL","Philippe","UMP","Union pour un Mouvement Populaire","H","Finistère","philippe-paul","http://www.senat.fr/senateur/paul_philippe08047a.html"
"PELLEVAT","Cyril","UMP","Union pour un Mouvement Populaire","H","Haute-Savoie","cyril-pellevat","http://www.senat.fr/senateur/pellevat_cyril14237s.html"
"PERCHERON","Daniel","SOC","Parti socialiste","H","Pas-de-Calais","daniel-percheron","http://www.senat.fr/senateur/percheron_daniel83047w.html"
"PEROL-DUMONT","Marie-Françoise","SOC","Parti socialiste","F","Haute-Vienne","marie-francoise-perol-dumont","http://www.senat.fr/senateur/perol_dumont_marie_francoise14028w.html"
"PERRIN","Cédric","UMP","Union pour un Mouvement Populaire","H","Territoire-de-Belfort","cedric-perrin","http://www.senat.fr/senateur/perrin_cedric14193x.html"
"PIERRE","Jackie","UMP","Union pour un Mouvement Populaire","H","Vosges","jackie-pierre","http://www.senat.fr/senateur/pierre_jackie04088s.html"
"PILLET","François","UMP","Union pour un Mouvement Populaire","H","Cher","francois-pillet","http://www.senat.fr/senateur/pillet_francois07034q.html"
"PINTAT","Xavier","UMP","Union pour un Mouvement Populaire","H","Gironde","xavier-pintat","http://www.senat.fr/senateur/pintat_xavier98021n.html"
"PINTON","Louis","UMP","Union pour un Mouvement Populaire","H","Indre","louis-pinton","http://www.senat.fr/senateur/pinton_louis07032n.html"
"PLACÉ","Jean-Vincent","Écologiste","Europe Écologie Les Verts","H","Essonne","jean-vincent-place","http://www.senat.fr/senateur/place_jean_vincent11069t.html"
"POHER","Hervé","SOC","Parti socialiste","H","Pas-de-Calais","herve-poher","http://www.senat.fr/senateur/poher_herve13002u.html"
"POINTEREAU","Rémy","UMP","Union pour un Mouvement Populaire","H","Cher","remy-pointereau","http://www.senat.fr/senateur/pointereau_remy05012a.html"
"PONIATOWSKI","Ladislas","UMP","Union pour un Mouvement Populaire","H","Eure","ladislas-poniatowski","http://www.senat.fr/senateur/poniatowski_ladislas98050t.html"
"PORTELLI","Hugues","UMP","Union pour un Mouvement Populaire","H","Val-d'Oise","hugues-portelli","http://www.senat.fr/senateur/portelli_hugues04074l.html"
"POZZO di BORGO","Yves","UDI-UC","Union des Radicaux, Centristes, Indépendants et Démocrates","H","Paris","yves-pozzo-di-borgo","http://www.senat.fr/senateur/pozzo_di_borgo_yves04080j.html"
"PRIMAS","Sophie","UMP","Union pour un Mouvement Populaire","F","Yvelines","sophie-primas","http://www.senat.fr/senateur/primas_sophie11090q.html"
"PROCACCIA","Catherine","UMP","Union pour un Mouvement Populaire","F","Val-de-Marne","catherine-procaccia","http://www.senat.fr/senateur/procaccia_catherine04043d.html"
"PRUNAUD","Christine","CRC","Parti communiste Français","F","Côtes-d'Armor","christine-prunaud","http://www.senat.fr/senateur/prunaud_christine14235q.html"
"RACHLINE","David","Non inscrit","Front National","H","Var","david-rachline","http://www.senat.fr/senateur/rachline_david14247u.html"
"RAFFARIN","Jean-Pierre","UMP","Union pour un Mouvement Populaire","H","Vienne","jean-pierre-raffarin","http://www.senat.fr/senateur/raffarin_jean_pierre95059q.html"
"de RAINCOURT","Henri","UMP","Union pour un Mouvement Populaire","H","Yonne","henri-de-raincourt","http://www.senat.fr/senateur/de_raincourt_henri86044g.html"
"RAISON","Michel","UMP","Union pour un Mouvement Populaire","H","Haute-Saône","michel-raison","http://www.senat.fr/senateur/raison_michel14135m.html"
"RAOUL","Daniel","SOC","Parti socialiste","H","Maine-et-Loire","daniel-raoul","http://www.senat.fr/senateur/raoul_daniel01016m.html"
"RAVIER","Stéphane","Non inscrit","Front National","H","Bouches-du-Rhône","stephane-ravier","http://www.senat.fr/senateur/ravier_stephane14055n.html"
"RAYNAL","Claude","SOC","Parti socialiste","H","Haute-Garonne","claude-raynal","http://www.senat.fr/senateur/raynal_claude14225n.html"
"REICHARDT","André","UMP","Union pour un Mouvement Populaire","H","Bas-Rhin","andre-reichardt","http://www.senat.fr/senateur/reichardt_andre10015m.html"
"REINER","Daniel","SOC","Parti socialiste","H","Meurthe-et-Moselle","daniel-reiner","http://www.senat.fr/senateur/reiner_daniel01014k.html"
"REQUIER","Jean-Claude","RDSE","Parti radical de gauche","H","Lot","jean-claude-requier","http://www.senat.fr/senateur/requier_jean_claude11012a.html"
"RETAILLEAU","Bruno","UMP","Union pour un Mouvement Populaire","H","Vendée","bruno-retailleau","http://www.senat.fr/senateur/retailleau_bruno04033b.html"
"REVET","Charles","UMP","Union pour un Mouvement Populaire","H","Seine-Maritime","charles-revet","http://www.senat.fr/senateur/revet_charles95062k.html"
"RICHARD","Alain","SOC","Parti socialiste","H","Val-d'Oise","alain-richard","http://www.senat.fr/senateur/richard_alain95063l.html"
"ROBERT","Didier","UMP","Union pour un Mouvement Populaire","H","Réunion","didier-robert","http://www.senat.fr/senateur/robert_didier14017t.html"
"ROBERT","Sylvie","SOC","Parti socialiste","F","Ille-et-Vilaine","sylvie-robert","http://www.senat.fr/senateur/robert_sylvie14229s.html"
"ROCHE","Gérard","UDI-UC","Union des Radicaux, Centristes, Indépendants et Démocrates","H","Haute-Loire","gerard-roche","http://www.senat.fr/senateur/roche_gerard11093t.html"
"ROGER","Gilbert","SOC","Parti socialiste","H","Seine-Saint-Denis","gilbert-roger","http://www.senat.fr/senateur/roger_gilbert11054l.html"
"ROME","Yves","SOC","Parti socialiste","H","Oise","yves-rome","http://www.senat.fr/senateur/rome_yves11046l.html"
"ROUX","Jean-Yves","SOC","Parti socialiste","H","Alpes-de-Haute-Provence","jean-yves-roux","http://www.senat.fr/senateur/roux_jean_yves14107h.html"
"SAUGEY","Bernard","UMP","Union pour un Mouvement Populaire","H","Isère","bernard-saugey","http://www.senat.fr/senateur/saugey_bernard01019q.html"
"SAVARY","René-Paul","UMP","Union pour un Mouvement Populaire","H","Marne","rene-paul-savary","http://www.senat.fr/senateur/savary_rene_paul11097x.html"
"SAVIN","Michel","UMP","Union pour un Mouvement Populaire","H","Isère","michel-savin","http://www.senat.fr/senateur/savin_michel11043h.html"
"SCHILLINGER","Patricia","SOC","Parti socialiste","F","Haut-Rhin","patricia-schillinger","http://www.senat.fr/senateur/schillinger_patricia04045f.html"
"SIDO","Bruno","UMP","Union pour un Mouvement Populaire","H","Haute-Marne","bruno-sido","http://www.senat.fr/senateur/sido_bruno01058x.html"
"SOILIHI","Abdourahamane","UMP","Union pour un Mouvement Populaire","H","Mayotte","abdourahamane-soilihi","http://www.senat.fr/senateur/soilihi_abdourahamane11071m.html"
"SUEUR","Jean-Pierre","SOC","Parti socialiste","H","Loiret","jean-pierre-sueur","http://www.senat.fr/senateur/sueur_jean_pierre01028r.html"
"SUTOUR","Simon","SOC","Parti socialiste","H","Gard","simon-sutour","http://www.senat.fr/senateur/sutour_simon98035u.html"
"TANDONNET","Henri","UDI-UC","Union des Radicaux, Centristes, Indépendants et Démocrates","H","Lot-et-Garonne","henri-tandonnet","http://www.senat.fr/senateur/tandonnet_henri11094u.html"
"TASCA","Catherine","SOC","Parti socialiste","F","Yvelines","catherine-tasca","http://www.senat.fr/senateur/tasca_catherine04056j.html"
"TOCQUEVILLE","Nelly","SOC","Parti socialiste","F","Seine-Maritime","nelly-tocqueville","http://www.senat.fr/senateur/tocqueville_nelly14051j.html"
"TODESCHINI","Jean-Marc","SOC","Parti socialiste","H","Moselle","jean-marc-todeschini","http://www.senat.fr/senateur/todeschini_jean_marc01062t.html"
"TOURENNE","Jean-Louis","SOC","Parti socialiste","H","Ille-et-Vilaine","jean-louis-tourenne","http://www.senat.fr/senateur/tourenne_jean_louis14227q.html"
"TRILLARD","André","UMP","Union pour un Mouvement Populaire","H","Loire-Atlantique","andre-trillard","http://www.senat.fr/senateur/trillard_andre01056v.html"
"TROENDLÉ","Catherine","UMP","Union pour un Mouvement Populaire","F","Haut-Rhin","catherine-troendle","http://www.senat.fr/senateur/troendle_catherine04044e.html"
"TÜRK","Alex","Non inscrit","Debout la République","H","Nord","alex-turk","http://www.senat.fr/senateur/turk_alex92044u.html"
"VANDIERENDONCK","René","SOC","Parti socialiste","H","Nord","rene-vandierendonck","http://www.senat.fr/senateur/vandierendonck_rene11037k.html"
"VANLERENBERGHE","Jean-Marie","UDI-UC","Le Centre pour la France","H","Pas-de-Calais","jean-marie-vanlerenberghe","http://www.senat.fr/senateur/vanlerenberghe_jean_marie01034p.html"
"VASPART","Michel","UMP","Union pour un Mouvement Populaire","H","Côtes-d'Armor","michel-vaspart","http://www.senat.fr/senateur/vaspart_michel14157t.html"
"VAUGRENARD","Yannick","SOC","Parti socialiste","H","Loire-Atlantique","yannick-vaugrenard","http://www.senat.fr/senateur/vaugrenard_yannick11066q.html"
"VENDEGOU","Hilarion","UMP","Rassemblement UMP (Rassemblement pour la Calédonie dans la République)","H","Nouvelle-Calédonie","hilarion-vendegou","http://www.senat.fr/senateur/vendegou_hilarion11011m.html"
"VERGÈS","Paul","CRC","Parti communiste Réunionnais","H","Réunion","paul-verges","http://www.senat.fr/senateur/verges_paul96003c.html"
"VERGOZ","Michel","SOC","Parti socialiste","H","Réunion","michel-vergoz","http://www.senat.fr/senateur/vergoz_michel11025f.html"
"VIAL","Jean-Pierre","UMP","Union pour un Mouvement Populaire","H","Savoie","jean-pierre-vial","http://www.senat.fr/senateur/vial_jean_pierre95067q.html"
"VINCENT","Maurice","SOC","Parti socialiste","H","Loire","maurice-vincent","http://www.senat.fr/senateur/vincent_maurice11057p.html"
"VOGEL","Jean Pierre","UMP","Union pour un Mouvement Populaire","H","Sarthe","jean-pierre-vogel","http://www.senat.fr/senateur/vogel_jean_pierre14173t.html"
"WATRIN","Dominique","CRC","Parti communiste Français","H","Pas-de-Calais","dominique-watrin","http://www.senat.fr/senateur/watrin_dominique11063m.html"
"YUNG","Richard","SOC","Parti socialiste","H","Français établis hors de France","richard-yung","http://www.senat.fr/senateur/yung_richard04034c.html"
"ZOCCHETTO","François","UDI-UC","Union des Radicaux, Centristes, Indépendants et Démocrates","H","Mayenne","francois-zocchetto","http://www.senat.fr/senateur/zocchetto_francois01047u.html"
